-1.484,0.97735,0.97735,-1.484,-1.1269,-3.1451,-0.59383,-0.17416,1.5833,-3.949,-4.166,-0.58573,-1.1706,-0.48744,1.1263,0.30142,-0.47662,-1.279,-1.1782,0.57368,1.6052,0.75644,0.79144,-0.50914,-0.38204,-0.69683,-0.40265
-1.484,0.97735,0.97735,-1.484,-1.1269,0.27077,-0.59383,0.7547,-0.64768,-3.949,-4.166,-0.98934,-1.5063,-0.93154,-0.75852,-0.68725,-1.3236,-0.17734,-1.5983,1.3264,-0.093206,0.75644,0.44158,-0.50914,-0.38204,0.1343,-0.40265
0.66976,-0.13574,-0.13574,0.66976,0.88195,0.27077,0.55869,1.2191,-0.46176,-3.949,-4.166,-0.98934,0.17191,0.40078,-0.75852,-0.68725,-0.35562,-1.0586,0.50203,0.57368,-0.43289,-0.070601,1.1413,-0.33846,-0.38204,0.96542,-0.40265
-1.484,-1.2488,-1.2488,-1.484,-1.1269,0.27077,-0.017569,-1.5675,-1.0195,-3.949,-4.166,-0.58573,-0.83499,-0.043328,-0.75852,0.30142,-0.59761,-0.39766,-1.5983,1.3264,-0.43289,0.34292,0.09173,-0.50914,-0.38204,-0.69683,-0.40265
0.66976,-0.13574,-0.13574,0.66976,-1.1269,0.27077,-0.59383,0.7547,0.09598,-3.949,-4.166,-0.18212,-1.5063,-0.93154,-0.75852,-0.68725,-1.0816,-0.39766,-1.5983,-0.93166,1.2655,1.17,1.1413,-0.16778,-0.38204,-0.69683,-0.40265
-1.484,-1.2488,-1.2488,-1.484,-1.1269,0.27077,-0.59383,-0.63859,0.59175,-0.96616,-1.2216,-0.98934,0.17191,1.289,-0.75852,2.2788,0.24938,-2.1603,-0.75816,-0.17899,-2.1313,-0.89764,-2.3572,-0.50914,-0.38204,-0.69683,-0.40265
-1.484,-0.13574,-0.13574,-1.484,-1.1269,0.27077,-0.59383,0.058054,-0.21388,0.20888,0.70365,-0.98934,-0.49935,-0.93154,0.49802,-0.68725,-0.71861,0.70397,-0.75816,1.3264,-0.093206,-0.070601,0.44158,-0.16778,-0.38204,-0.69683,-0.40265
0.66976,0.97735,0.97735,0.66976,0.88195,0.27077,-0.59383,0.29027,-0.46176,1.1128,1.0434,-0.58573,0.50754,-0.93154,1.7546,-0.68725,0.007378,-1.279,0.50203,-0.93166,0.58616,0.34292,-0.25812,0.51493,-0.38204,-0.69683,-0.40265
0.66976,-0.13574,-0.13574,0.66976,-1.1269,0.27077,-0.59383,0.98692,-0.089934,-0.60461,0.36391,-0.18212,1.8501,0.40078,-0.75852,0.30142,0.61237,0.9243,0.92209,1.3264,-0.43289,-1.3112,-0.60798,-0.16778,-0.38204,0.96542,-0.40265
0.66976,-0.13574,-0.13574,0.66976,0.88195,0.27077,2.2875,-1.103,-0.89557,0.028108,0.47716,-0.58573,0.50754,0.84489,0.49802,2.2788,0.61237,0.26332,0.081964,0.57368,-1.1123,-0.070601,-1.6575,-0.16778,-0.38204,-0.69683,-0.40265
0.66976,-1.2488,-1.2488,0.66976,0.88195,0.27077,-0.017569,-1.5675,0.7157,-0.062279,-1.2216,2.6432,1.5144,0.84489,1.7546,2.2788,2.1854,2.9073,1.7622,-0.93166,-2.1313,-2.1382,-0.25812,0.17357,-0.38204,-0.69683,-0.40265
0.66976,0.97735,0.97735,0.66976,0.88195,0.27077,-0.017569,-1.3352,0.65372,-0.15267,-0.76856,-0.58573,1.1788,0.40078,1.1263,0.30142,0.61237,0.9243,-0.75816,1.3264,-0.43289,-0.070601,-0.60798,-0.16778,-0.38204,-0.69683,-0.40265
0.66976,0.97735,0.97735,0.66976,0.88195,0.27077,-0.59383,-1.5675,0.46781,1.0224,0.93015,-0.98934,-0.83499,-0.93154,-0.13025,-0.68725,-0.96061,-0.61799,0.081964,-0.17899,0.24648,0.34292,0.79144,-0.50914,-0.38204,2.6277,-0.40265
0.66976,0.97735,0.97735,0.66976,-1.1269,0.27077,-0.59383,0.98692,-0.46176,0.29927,0.25066,-0.98934,-0.83499,-0.043328,-0.13025,-0.68725,-0.71861,0.042991,-0.3381,-0.93166,-0.77258,-0.070601,0.09173,-0.16778,-0.38204,0.96542,-0.40265
0.66976,0.97735,0.97735,0.66976,-1.1269,0.27077,2.2875,0.7547,-1.0195,0.57044,-0.089079,-0.98934,-1.1706,-0.93154,-0.75852,-0.68725,-1.2026,-0.83832,-0.75816,-0.93166,1.9449,1.5835,1.841,-0.16778,-0.38204,0.96542,-0.40265
-1.484,-0.13574,-0.13574,-1.484,0.88195,0.27077,-0.59383,0.7547,-1.0815,1.2935,0.93015,1.4323,1.1788,2.1772,2.3828,2.2788,2.1854,0.70397,-0.75816,-0.17899,-0.093206,1.17,0.79144,-0.50914,-0.38204,-0.69683,-0.40265
0.66976,0.97735,0.97735,0.66976,0.88195,0.27077,2.2875,-1.3352,0.15795,0.8416,0.024169,0.6251,1.5144,1.289,1.7546,2.2788,1.7014,1.8056,0.50203,4.337,-0.77258,0.34292,0.09173,0.17357,-0.38204,0.96542,-0.40265
0.66976,0.97735,0.97735,0.66976,0.88195,0.27077,-0.59383,-0.40638,-0.46176,-0.062279,0.25066,1.8359,1.5144,-0.48744,1.1263,0.30142,1.2174,1.8056,0.50203,-0.93166,-1.1123,-1.3112,-1.6575,-0.16778,-0.38204,-0.69683,-0.40265
0.66976,0.97735,0.97735,0.66976,0.88195,0.27077,-0.59383,-1.3352,1.5213,-0.33344,-0.20233,0.6251,-0.16372,-0.48744,-0.75852,-0.68725,-0.23462,0.9243,1.7622,1.3264,-1.4519,-2.1382,-1.3077,-0.16778,-0.38204,-0.69683,-0.40265
-1.484,-0.13574,-0.13574,-1.484,-1.1269,0.27077,-0.59383,0.7547,0.83964,0.57044,-0.20233,1.0287,0.17191,-0.48744,0.49802,-0.68725,0.24938,0.26332,0.50203,-0.93166,0.58616,-0.48412,-0.95783,-0.50914,-0.38204,0.96542,-0.40265
-1.484,0.97735,0.97735,-1.484,0.88195,0.27077,0.55869,0.7547,-0.027963,0.8416,0.36391,-0.58573,-0.49935,-0.93154,-0.75852,-0.68725,-0.83961,0.042991,-0.3381,1.3264,0.58616,-0.48412,-0.25812,0.17357,-0.38204,-0.69683,-0.40265
0.66976,0.97735,0.97735,0.66976,0.88195,0.27077,-0.59383,-1.103,1.2734,0.29927,-2.1275,0.22149,0.84317,0.84489,-0.13025,1.2901,0.73337,0.48365,1.7622,0.57368,-1.4519,-0.89764,-0.60798,0.17357,-0.38204,-0.69683,-0.40265
0.66976,-0.13574,-0.13574,0.66976,0.88195,0.27077,-0.59383,0.058054,-0.089934,0.75121,0.024169,1.8359,0.50754,2.1772,-0.13025,1.2901,1.4594,0.9243,0.081964,-0.17899,-0.093206,-0.070601,-0.60798,0.85628,-0.38204,-0.69683,2.4684
0.66976,-1.2488,-1.2488,0.66976,0.88195,0.27077,0.55869,-0.40638,-0.64768,-1.2373,-0.20233,0.6251,-0.49935,-0.48744,-0.75852,-0.68725,-0.35562,0.26332,0.92209,-0.17899,-1.1123,-1.3112,-0.95783,-0.50914,-0.38204,-0.69683,-0.40265
