0.94816,0.94816,16.783,1,19,19,1,1,1,7,91,0,0,1,1,1,3,1,7,1.5,1.6667,1.6667,3.75,3.3333,3.25,0.46031,249.1,0.01148,0.56995,0,0,0,0,0.4634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0023,1.0023,13.206,1,19,19,1,2,1,11,55,0,0,0,0,0,0,0,0,2.125,1.3333,2,2.5,3.3333,3,-0.62665,220.5,0.16195,-0.01926,0,0,0.5,0,-0.73827,-0.37623,-3.0174,0.66352,-0.66366,0.18193,1.2396,0.13707,0.90261,1.6999,0.09511,0.03256,2.2217,0.6039,-0.32577,4.5831,4.089,3.1134,1.3687,0.09271,1.0844,1.571,-0.07069,1.7795,0.54565,0.28878,-0.0448,-1.0758,-0.76709,-2.0665,-4.2517,-0.80272,1.5963,1.0986,0.51576,-1.6514,-1.6688,-1.4105,-1.242,-0.81666,-1.6761,0.73909,1.3009,3.5672,3.8813,4.1181,4.2904,4.4836,7.2491,8.2283,5.4823,7.623,9.7507,6.3276,5.1074,2.434,4.2287,0.39936,0.46373,-0.91776,-0.34095,-2.3502,-1.2723,-3.1317,-2.935,-1.3538,0.79633,-0.6591,5.5679,2.7537,9.6916,6.2533,8.653,3.8746,-13.087,3.2125,1.7575,-0.90417,3.388,0.96912,1.811,-1.0891,1.0221,4.6538,-0.03595,2.7639,2.2691,2.6572,1.9627,5.6191,1.4525,1.9649,4.7191,4.2724,2.7427,4.8561,3.4659,7.5295,0.45559,6.4183,-0.82847,1.5417,3.041,-4.0058,-4.6437,-3.0727,-2.2658,-1.598,-1.9332,-0.81068,-0.28254,2.5146,1.6151,2.2109,4.7995,3.7177,4.6153,5.691,6.4527,8.0064,6.9176,5.3905,7.3616,5.5267,3.7783,3.8056,3.0459,1.0972,-0.29021,-1.6243,-1.0361,-5.3613,-6.9035,-2.252,0.72175,0.25145,3.6875,-10.699,-7.8301,-7.6125,-7.2972,-5.2374,-4.9164,-3.3856,-2.4514,0.61042,1.0255,2.8324,2.3739,1.8083,5.8689,6.9917,4.9555,6.2688,8.4055,4.4417,5.419,1.1158,1.6504,-1.5992,-0.97787,-4.7271,-4.5005,-7.7633,-5.653,-10.566,-11.084,-7.7084,-3.2892,-4.2697,4.779,-12.866,-8.0264,-5.1755,-8.0727,-7.3169,-17.219,-3.5486,-6.5062,-6.6324,-4.0718,-1.972,-3.5512,-4.9886,-1.1923,2.4789,-2.3537,0.12014,0.24751,-0.24397,2.3848,0.64803,-5.032,-3.2279,0.10326,-4.0375,-6.4521,-4.7924,-5.0817,-5.8278,-12.059,-8.0206,-8.9201,-9.136,2.9334
1.0973,1.0973,10.964,2,18,18,2,2,3,13,58,0,0,0,5,3,0,0,8,1.625,3,1.6667,2.25,2.6667,3.5,0.77977,259.4,-0.31057,-0.09704,0.5,0,1,0,-0.23757,-3.9208,-2.0321,-0.82313,-0.98727,0.62876,0.37647,-0.06712,0.44291,1.3273,1.827,0.97388,2.5772,2.9729,2.8435,3.1368,3.1443,4.5079,3.9315,3.396,3.1358,2.3588,2.1852,1.8646,1.1072,1.0131,1.2391,0.35652,-2.5026,-1.6202,-1.1652,-0.12175,1.8,-0.33399,1.9957,-4.38,-0.5244,-1.2059,0.71478,2.4896,0.04295,2.2897,4.0478,5.8763,4.1973,5.2866,6.2651,5.2063,4.9517,5.0141,4.0225,4.4909,6.7418,5.9715,4.6488,5.5976,6.4448,3.9088,3.0903,2.1573,4.9007,2.5715,-1.4431,0.58765,-2.2929,1.54,5.272,4.3507,0.20413,-2.0808,1.5976,1.7162,4.2632,6.6515,5.4198,1.2151,7.9206,9.315,6.7274,4.9112,9.1465,9.6676,8.7177,3.7959,4.798,5.8713,8.9956,8.8202,6.8544,6.6269,8.4644,7.8853,6.3898,5.3623,5.5726,3.5031,3.0573,0.72069,-0.64162,4.9623,7.5422,6.9327,0.51105,-12.407,-9.4521,-8.4082,-7.6481,-4.3075,-5.9813,-3.9551,-3.479,-0.7242,-0.46868,2.0626,1.2164,0.92101,2.7376,4.7223,3.4385,4.573,4.0271,2.3298,3.6561,-0.39203,-0.39165,-1.6465,-2.9826,-4.5246,-3.5251,-5.6849,-8.9731,-8.0752,-9.7633,-6.0113,-1.8848,-4.9221,2.1124,-11.527,-6.9801,-6.2714,-4.4602,-1.6392,-3.5421,-1.6256,1.1557,3.5526,2.5706,5.6541,5.302,4.2892,5.7195,5.6369,4.867,6.0976,6.9204,4.5454,5.0564,1.4005,3.1098,-0.40906,-1.1379,-3.9401,-1.1757,-4.3329,-6.8052,-7.0423,-10.923,-3.8537,1.5608,-0.35896,1.0544,-9.6866,-5.6834,-5.2107,-2.8657,0.09867,-1.3735,-0.75941,1.4449,4.0465,2.8624,4.1394,5.9755,6.0093,7.045,4.5403,4.5099,6.1675,7.4613,6.0213,6.7625,3.3174,3.9796,1.6244,1.0558,-1.5583,-1.1707,-4.1128,-4.897,-6.0191,-9.0401,-3.2197,1.5335,-0.44402,1.3235
0,0,0,1,17,17,1,2,2,1,49,0,0,1,2,2,0,1,6,2,1.3333,2,2.25,3,2.75,-0.18634,198.4,-0.70103,-0.2227,0,0,0,0,-1.7254,-5.5975,-3.4579,-3.7493,-2.3525,-3.1025,0.04881,-1.3082,-1.4466,-2.6986,-1.389,-0.28303,-1.2114,-2.3879,-1.7233,-1.1137,-1.8106,-0.7017,-1.7058,-2.4032,0.08472,-1.5709,-2.7542,-2.6395,-3.3497,-2.2614,-3.0247,-3.5533,-2.7682,-4.7231,-6.3384,-4.499,-2.9304,-3.7355,-1.8334,-2.711,-0.89536,-1.0081,-1.7497,-1.7097,-0.79517,1.1998,0.62544,0.235,2.3442,5.575,2.6651,0.01049,2.3328,3.8657,2.8885,3.2059,1.3857,0.2747,1.8791,-0.42148,-1.9036,-1.8851,1.556,-2.5596,-2.8979,-3.2247,-3.9547,-2.0166,-4.6881,-1.5657,-2.2382,-0.39446,4.1181,1.7857,0.82861,1.6905,1.0117,0.71681,2.3113,2.7638,2.8148,3.1417,3.3819,4.1134,3.6368,3.535,5.181,5.4992,4.0187,5.0694,5.4226,4.8761,5.4327,3.7539,2.4023,1.4037,5.2219,1.7109,-0.10508,-0.27186,2.1642,-1.5873,-0.66508,1.8784,0.97995,1.4549,1.8871,-9.1498,-8.1061,-8.2202,-7.2792,-7.4621,-4.76,-3.7113,-4.4303,-3.8002,-2.5387,1.556,-0.96185,-2.2247,0.56055,2.2783,1.4661,2.4822,0.11202,-1.7986,1.3129,-2.8179,-4.2891,-5.964,-6.6446,-7.235,-7.9698,-8.8863,-7.1995,-8.5546,-6.8638,-10.468,-5.9165,-8.9172,1.4963,-7.8877,-6.5799,-4.3689,-7.1332,-6.673,-4.8734,-1.6135,-2.7959,-1.9936,-0.18925,4.9497,1.3454,-0.70374,2.7657,4.8462,3.4346,3.7077,1.2592,-0.9525,1.0999,-2.6687,-3.5707,-6.0075,-2.1917,-7.5048,-8.2721,-9.047,-8.0773,-7.6915,-10.111,-7.6172,-5.881,-5.5844,3.6,-6.9579,-7.3592,-3.9868,-7.6949,-7.0861,-4.6509,-2.3221,-4.7953,-2.0031,-1.5601,2.4395,0.3761,-0.39461,2.8588,4.4903,3.3971,4.1479,2.5861,0.74709,2.8002,-0.9369,-2.6092,-4.5994,-1.3815,-5.3893,-7.1717,-7.7964,-5.8733,-7.2212,-7.1482,-6.7777,-5.2508,-6.5404,2.5954
0.86013,0.86013,15.234,2,18,18,2,2,1,11,67,0,0,2,0,0,0,0,2,2,1.3333,1,3.5,3.6667,3.5,-0.45752,255.3,0.59183,-0.24898,1,0,0,0,0.76382,-2.5695,-0.88124,-1.0829,-0.64457,0.2339,-0.54569,-0.04198,-1.0075,0.79975,0.34622,0.70475,-0.96442,0.50362,1.4027,1.6849,2.885,4.6101,2.3119,2.4103,2.5611,1.4306,1.466,0.9235,0.10743,-0.86717,0.91922,-0.2332,-2.0883,-1.1979,-5.6662,-0.72093,-0.30525,0.27425,2.7015,-2.4383,-1.19,0.80832,-1.8258,-2.9933,-2.0785,-2.4577,-1.489,-1.5676,-3.6409,-1.0953,-2.0711,-0.41902,-0.47905,-0.07181,-1.8089,1.4552,1.949,2.1475,4.0612,0.30854,-0.95671,-0.19,0.18444,-2.1167,-2.0895,-1.9201,1.9946,-0.08244,-0.24068,-1.0528,-1.0448,2.1139,-0.23554,-3.3733,-1.1378,-0.44651,-0.45732,2.3882,1.2931,-0.10948,1.9801,2.2885,1.4361,0.94637,2.1583,3.2344,3.4251,1.6078,1.1985,3.7916,4.048,4.5467,5.0734,3.4313,2.738,2.5473,1.8564,1.2484,2.2078,0.19117,-0.9782,-0.94321,-2.6599,-0.96216,1.3576,0.02375,1.9593,-4.0939,-2.6057,-4.0554,-1.1761,0.6709,-1.8635,-2.077,0.14956,2.8531,1.3046,3.3884,2.315,3.1799,4.7619,5.254,5.3792,7.3277,4.9666,4.3526,5.2472,2.195,3.3886,1.4786,0.21635,-1.3319,0.54145,-1.7939,-4.059,-2.8171,-4.5781,-0.76658,1.3787,0.4933,5.2796,-3.0719,0.2784,-2.0152,1.2523,1.401,-1.1744,-0.41914,2.0363,4.3688,0.84721,3.1654,4.3299,7.9386,6.5564,6.0771,4.8322,8.1655,9.9419,8.8598,10.252,5.1485,5.7333,4.1879,0.93936,1.7702,2.8259,1.8554,-0.70448,2.0934,-0.13244,1.1542,3.2759,4.4273,5.9615,-7.884,-3.3708,-3.3146,-0.9717,1.2403,0.17661,-0.22987,2.2699,3.2375,1.7215,2.6572,2.5414,3.798,3.3442,2.8343,1.5379,4.662,4.7225,4.4024,6.0543,2.8168,2.6709,1.9672,1.4432,0.03207,1.327,-0.55262,-1.0945,-2.2548,-6.8295,-1.6082,1.7343,0.00398,2.6234
0.83765,0.83765,14.816,1,17,17,1,2,1,5,75,3.3,3.25,0,5,5,0,3,13,1,2,1.3333,1,2,1,0,388.4,0.47554,0.0041,0,0,0,0,0.84339,0.16775,1.6542,0.39531,1.9822,1.5501,1.3581,2.3454,3.1135,1.9426,4.2351,3.1314,2.7327,0.84739,1.9729,1.4622,-0.66,2.1997,4.0139,2.4996,4.3545,2.9782,2.1824,2.4351,2.3939,1.1636,1.9565,2.5177,0.92903,0.50644,0.23817,2.3203,1.1588,2.1118,1.2046,0.37116,1.6218,2.7081,2.266,2.6668,4.6123,4.1468,4.1978,2.1799,3.9584,4.2889,4.1852,1.0485,3.1056,0.07391,-5.3639,-0.25362,3.0076,3.6001,4.1469,1.8764,1.6473,2.8733,2.8965,2.3821,3.2806,3.1185,2.4668,1.7825,1.032,2.6102,0.90782,2.4727,-1.2371,-1.7637,-2.1692,0.23357,-1.8308,-0.99514,1.2817,1.6833,0.55158,-0.2646,2.2327,3.5389,2.4916,-0.59123,2.8376,0.93722,-3.897,-0.11032,3.1446,2.4902,4.3701,2.448,0.06096,0.51496,1.7102,0.17399,-0.20584,-0.26445,0.9162,-1.8401,-2.0223,-1.3349,-1.1965,-0.3811,-1.0847,-8.4663,-6.4448,-6.067,-5.6988,-4.5915,-4.1166,-1.0158,-1.152,0.67538,2.777,6.0677,4.6195,1.798,5.8412,7.4113,4.4931,5.3263,7.8766,4.1848,7.4145,1.6271,0.87584,-0.28533,-0.87954,-3.4848,-3.408,-3.532,-4.1994,-5.6126,-7.6683,-4.9872,-3.7201,-4.7926,4.3479,-5.2986,-5.0809,-4.0084,-4.9842,-1.8884,-1.2099,0.9056,0.73151,3.4038,3.3711,7.4844,6.6802,4.4805,8.456,7.5869,2.7644,6.1773,10.03,7.1922,10.111,4.7207,3.6973,2.8838,2.4564,0.01203,-0.40556,-0.6708,-1.5332,-3.2458,-3.9231,-3.8036,-0.73708,-2.2667,4.4224,-4.0368,-4.4918,-4.0227,-5.0484,-2.4394,-3.365,-1.2961,-1.9869,0.57446,-0.02229,4.2772,3.5261,1.5317,5.6903,5.8424,1.1796,2.9957,5.4381,3.1128,5.665,1.8005,1.0608,0.07852,0.43274,-1.523,-0.83159,-1.8,-1.3465,-2.8704,-3.515,-3.0419,-1.1425,-1.3473,2.4953
0.78457,0.78457,15.952,1,18,18,1,2,1,8,62,4.6,5.375,0,3,0,2,0,5,2.625,2,2,2.5,2.6667,3,0.49506,284.8,-0.71263,-0.38552,1,0,0,0,-0.03729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.6599,1.4657,3.8511,-0.3139,-3.961,0.53474,1.4835,-2.6175,-5.7482,-1.1774,0.68005,-1.5329,-1.463,-3.2437,5.0646,-0.66317,1.5327,0.88334,1.4927,7.2704,1.4647,-1.3493,-0.03612,6.5305,0.06651,-3.8166,-2.371,1.7564,-3.4956,-1.2433,-3.0529,-4.7469,-3.8409,1.8998,-2.2989,-1.5551,4.5502,4.52,4.4331,4.2981,4.725,8.4527,5.4808,8.0372,5.3327,9.897,5.3117,0.04768,4.2245,2.261,-0.51269,3.7396,6.7152,7.1079,4.7953,5.6169,1.8492,2.2297,1.2314,2.3756,0.86628,-2.008,-0.43134,-9.2329,5.0507,0.58135,-2.6425,2.5562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.702,-6.6218,-3.75,-8.8718,-9.6443,-7.7902,-3.991,-8.4114,-7.0943,-2.1126,6.5861,0.51611,-0.76551,3.5411,8.0934,1.8733,10.002,6.9923,3.0097,12.133,0.52172,-3.0638,-3.9985,1.4332,-3.6829,-8.4787,-8.5314,-2.0271,-8.2853,-8.9009,-8.7437,-7.9562,-8.6074,5.1079,-15.321,-12.239,-1.332,-6.0672,-8.5714,-1.0014,4.6849,-3.1655,-8.097,1.8491,7.5004,-0.72,-7.4391,-2.3168,5.3427,-0.80294,-0.21433,-3.1309,-4.2938,5.038,-3.0868,-8.8968,-7.8309,-0.45243,-4.569,-10.488,-9.4031,-3.269,-9.2014,-20.412,-9.4522,-12.873,-14.738,0.60919
0.63168,0.63168,16.478,2,19,19,2,2,1,9,58,5.6,5.75,1,6,0,4,0,11,1.5,3,1,3,3,2.5,-1.3492,254.9,-0.55437,-0.79641,3,0,0,0,2.3661,34.892,11.853,7.5681,8.7265,4.0625,2.3881,-3.5084,-7.503,0.62431,1.3569,-3.6129,1.9932,4.271,-5.215,1.1471,-1.1628,0.56369,0.82934,1.366,-5.1611,-0.71404,4.8711,3.9362,-0.72432,0.30972,7.5864,5.1167,10.15,8.0252,22.639,7.6066,5.7568,7.4897,1.0852,-9.6592,-4.6796,-1.6921,-4.1369,-5.9458,-4.9246,-0.23897,-2.9854,-5.0638,-4.3182,-3.7998,-0.90427,-4.4922,-2.1172,-2.0371,-4.3589,-2.4272,-1.9179,-0.54954,-5.6171,-0.70073,-2.354,-0.35733,2.7783,0.44216,3.1695,-0.43046,-1.3487,-3.3824,-3.8285,-4.3055,-0.88999,-2.8258,-3.6024,24.67,14.567,6.472,11.381,8.7963,6.8817,4.4635,10.638,12.061,9.901,7.8022,8.7563,9.5859,10.578,8.9593,8.7371,9.4465,10.003,9.9034,9.5915,6.7197,10.954,9.7462,4.9203,7.8211,8.0944,11.583,18.808,13.007,19.277,14.334,9.978,11.222,10.137,28.284,9.5809,3.1811,5.5655,1.7262,0.06757,-2.5381,-5.2835,0.46315,1.3806,0.1451,1.8641,2.5921,-2.2094,2.6615,0.77548,0.58438,1.1121,0.68411,-0.90488,-2.7533,3.6068,1.4373,-3.2586,-2.8068,4.4684,2.3132,2.1068,6.6708,16.143,5.3516,3.471,3.7499,2.0748,-13.176,-8.9411,-8.7931,-8.3399,-5.5928,-7.3059,-2.0968,-2.817,-3.1224,-3.2069,-1.9496,-0.9419,-1.2401,-0.87945,-0.68775,-5.0442,-1.8056,-0.68304,1.4576,-2.1833,-1.1509,-0.91137,0.3475,-1.1191,-2.9742,-1.1393,-4.672,-3.2625,-7.8222,-8.2489,-6.1529,-2.0368,-4.8289,-3.5818,7.8827,1.2292,0.06608,0.71705,1.0578,0.20823,0.99088,3.5004,6.7697,4.7165,8.3848,5.9379,6.8906,7.6517,7.9295,6.3091,8.5102,8.1698,5.6895,8.1605,0.51206,5.8949,4.1345,2.0057,1.4104,0.91475,1.0745,7.4435,3.0332,2.5509,1.2776,3.171,1.0283,7.2716
0.84804,0.84804,18.045,2,18,18,2,2,1,12,64,3.7,5,2,10,3,0,1,16,2.75,3.3333,2,2.25,1.6667,2.25,-0.27939,229.4,-0.99113,-1.3916,1,0,1,0,-0.73827,-3.0762,-2.3851,-3.8693,-2.5338,-0.31162,-3.302,-1.7502,0.67331,0.42282,-0.02668,0.53808,1.615,0.76224,2.0657,1.1757,1.0817,1.5075,1.9591,2.2245,2.8652,2.3635,1.0171,1.6429,1.0548,-0.24413,0.43452,-0.61035,-1.2294,-1.3574,-1.8507,-0.6932,0.28295,0.9021,0.99121,-2.2713,-2.6639,-3.3104,-2.6584,-1.4044,-4.2189,-1.6642,-0.48086,4.0977,0.95355,1.6898,3.8154,4.7149,4.8634,3.8825,4.682,4.7594,5.0681,5.3363,6.2911,4.0953,4.3642,1.7573,1.2532,-0.18409,-0.46414,-1.4836,-2.7274,-1.7811,-2.0112,-1.1786,2.6587,0.41508,3.6958,-6.4836,-5.8782,-3.54,-6.0963,-4.1095,-3.1612,-1.3225,-1.1846,1.3491,1.0514,2.2322,3.238,3.2632,5.6292,2.3469,1.7057,3.1514,5.8476,4.7292,6.3161,3.5684,3.3312,0.95847,3.0118,-0.09462,-2.8625,-4.0426,-1.7352,-4.5762,-4.5432,-4.2115,-1.1608,-2.733,1.404,-10.982,-10.323,-9.2592,-10.052,-8.5249,-8.5904,-5.7723,-6.1829,-4.0161,-2.553,1.0002,-0.95386,-2.4211,1.9674,-0.40341,1.3273,-0.19659,1.0672,0.88083,4.4661,0.6864,-2.3809,-2.6552,-1.7491,-5.2281,-7.1082,-8.1181,-7.9936,-8.8481,-9.1542,-9.2691,-6.345,-7.6471,-0.73851,-11.04,-10.919,-9.8233,-10.485,-9.0993,-9.5038,-5.6254,-6.0858,-1.6899,-0.77138,2.499,2.2398,0.8147,5.3335,2.0474,3.8573,2.6395,4.9263,3.5398,6.713,1.626,-0.68673,-2.7055,-1.9502,-5.1605,-8.7665,-10.06,-9.0602,-10.459,-10.218,-10.491,-6.3188,-8.5168,1.1823,-12.964,-12.295,-9.4384,-12.429,-11.165,-9.0307,-6.0468,-7.4425,-5.0419,-2.5517,1.5106,-0.74825,-1.4797,3.6473,0.12519,1.9782,0.5607,3.1875,1.653,5.0757,0.68494,-2.9089,-3.9729,-1.1114,-5.5632,-9.1578,-10.427,-7.0385,-11.243,-10.985,-11.153,-8.1908,-10.154,-0.66587
0.71761,0.71761,10.22,2,18,18,2,2,6,3,51,4.4,5.125,1,6,4,2,3,16,2.375,2.6667,1.6667,1.75,2.6667,1.5,-0.64182,300,0.17963,-0.03082,1,0,0,0,-0.13743,-1.6982,-0.46398,-0.13011,0.03354,1.5196,0.56847,1.0853,1.229,1.9303,1.5481,2.3039,1.7991,1.2862,1.6878,2.3798,2.0505,2.1242,1.717,0.74343,1.6557,0.70012,1.1622,0.99807,0.17698,0.49458,1.136,0.12629,0.22235,-0.83283,-1.5891,0.13943,1.3309,1.6788,1.7495,1.1904,0.40011,0.51094,0.98139,1.2741,1.0267,1.3978,1.3146,1.7538,1.279,1.924,2.1476,2.1745,2.0188,2.2314,2.3876,3.7096,2.9796,2.1828,2.5467,1.7575,1.6027,1.1836,0.07198,0.7091,1.0287,0.74707,-1.282,-0.26798,-0.57822,0.4356,1.5099,1.1989,1.9121,1.2086,-1.054,0.8018,-1.1192,-1.4553,0.13175,1.3375,-0.47559,-0.45044,0.25972,1.4744,0.76989,-0.11738,1.4731,2.3506,1.6488,3.1272,1.7762,1.9258,1.8401,-0.25575,-0.26179,-1.1139,0.18756,-0.63132,-1.9593,-1.9546,-1.837,-2.1867,-0.90852,-2.0335,-1.525,-1.8858,0.55718,-7.3078,-6.8661,-5.2269,-5.9455,-3.8969,-3.6667,-1.4941,-2.1124,-0.13546,-0.04719,2.8443,0.86822,-0.21151,1.6714,3.6702,2.8297,3.1362,1.666,-0.87889,1.603,-1.8851,-1.2991,-2.948,-2.3333,-4.5055,-4.6599,-6.3233,-4.385,-7.6098,-8.6227,-6.5954,-2.7746,-4.3974,3.0832,-6.4289,-6.2796,-4.2667,-4.2966,-2.9621,-2.0286,-0.02295,-0.74591,-0.02623,0.7325,3.1359,1.6593,0.37243,2.2793,3.8216,3.1403,4.6113,2.7385,0.22683,2.335,-1.2053,-1.0339,-2.9861,-2.9343,-4.3747,-4.1953,-5.6165,-7.1886,-7.6935,-9.0325,-5.8335,-2.2067,-3.9371,2.9361,-5.6289,-7.3531,-3.8364,-6.4476,-6.1787,-3.3304,-0.99687,-3.3038,-2.9882,-0.79297,2.2693,-0.31855,-1.6216,1.4555,3.9013,2.9818,4.3153,1.8605,0.35028,1.6481,-2.7504,-2.971,-5.4245,-2.3344,-5.8186,-8.0298,-8.8831,-7.2333,-9.5181,-8.7334,-8.9696,-5.2146,-7.4153,2.8188
