0.30526,-0.060911,-0.25472,NaN,1.0901,0.65862,0.99472,-1.4493,-2.8514,-0.62167,-0.24884,-0.38958,1.5729,NaN,NaN,-0.54907,-0.54907,-1.1432,-0.42103,1.2632,0.33677,-0.43122,-1.2602,-1.1517,0.62334,1.5559,0.74107,0.78084,NaN,NaN,NaN,NaN,-0.4729,-0.41132,-0.69195,-0.39104,NaN
1.5442,1.4882,1.1937,NaN,1.2189,0.1475,0.99472,-1.4493,0.30619,-0.62167,0.70049,1.7111,-0.63794,NaN,NaN,-0.96275,-0.96275,-1.4788,-0.8811,-0.77356,-0.67355,-1.305,-0.13624,-1.5722,1.3852,-0.12203,0.74107,0.42978,NaN,NaN,NaN,NaN,-0.4729,-0.41132,0.11492,-0.39104,NaN
0.80162,0.96602,0.65187,NaN,1.4449,0.73545,-0.092226,0.68582,0.30619,0.44683,1.1751,0.87082,-0.4537,NaN,NaN,-0.96275,-0.96275,0.19935,0.49911,-0.77356,-0.67355,-0.3064,-1.0354,0.53,0.62334,-0.45763,-0.09644,1.1319,NaN,NaN,NaN,NaN,-0.30111,-0.41132,0.92179,-0.39104,NaN
-0.89176,-0.91669,-0.89222,NaN,-1.1655,-1.1347,-1.1792,-1.4493,0.30619,-0.087423,-1.6728,-1.2298,-1.0064,NaN,NaN,-0.54907,-0.54907,-0.80757,0.039036,-0.77356,0.33677,-0.55605,-0.36104,-1.5722,1.3852,-0.45763,0.32231,0.078723,NaN,NaN,NaN,NaN,-0.4729,-0.41132,-0.69195,-0.39104,NaN
0.055423,0.30563,0.023433,NaN,0.8807,0.20889,-0.092226,0.68582,0.30619,-0.62167,0.70049,-1.2298,0.099003,NaN,NaN,-0.13539,-0.13539,-1.4788,-0.8811,-0.77356,-0.67355,-1.0554,-0.36104,-1.5722,-0.90039,1.2203,1.1598,1.1319,NaN,NaN,NaN,NaN,-0.12933,-0.41132,-0.69195,-0.39104,NaN
2.3873,1.3061,1.8845,NaN,0.82723,1.0023,-1.1792,-1.4493,0.30619,-0.62167,-0.7235,-0.80971,0.5903,NaN,NaN,-0.96275,-0.96275,0.19935,1.4192,-0.77356,2.3574,0.31774,-2.1594,-0.7313,-0.13852,-2.1356,-0.93395,-2.3787,NaN,NaN,NaN,NaN,-0.4729,-0.41132,-0.69195,-0.39104,NaN
-0.14643,-0.12987,-0.58727,NaN,0.70096,0.56311,-0.092226,-1.4493,0.30619,-0.62167,-0.011507,-0.80971,-0.20806,NaN,NaN,-0.96275,-0.96275,-0.47193,-0.8811,0.58429,-0.67355,-0.68088,0.76294,-0.7313,1.3852,-0.12203,-0.09644,0.42978,NaN,NaN,NaN,NaN,-0.12933,-0.41132,-0.69195,-0.39104,NaN
2.6135,1.4101,1.9149,NaN,0.33724,1.343,0.99472,0.68582,0.30619,-0.62167,0.22582,-0.80971,-0.4537,NaN,NaN,-0.54907,-0.54907,0.53499,-0.8811,1.9421,-0.67355,0.068088,-1.2602,0.53,-0.90039,0.54915,0.32231,-0.27234,NaN,NaN,NaN,NaN,0.55781,-0.41132,-0.69195,-0.39104,NaN
1.6273,0.4748,2.4405,NaN,0.85195,1.1691,-0.092226,0.68582,0.30619,-0.62167,0.93782,0.87082,-0.085232,NaN,NaN,-0.13539,-0.13539,1.8775,0.49911,-0.77356,0.33677,0.69223,0.98774,0.95043,1.3852,-0.45763,-1.3527,-0.6234,NaN,NaN,NaN,NaN,-0.12933,-0.41132,0.92179,-0.39104,NaN
0.78506,1.0661,0.42543,NaN,0.54165,0.077326,-0.092226,0.68582,0.30619,2.0496,-1.1982,0.87082,-0.88358,NaN,NaN,-0.54907,-0.54907,0.53499,0.95918,0.58429,2.3574,0.69223,0.31335,0.10957,0.62334,-1.1288,-0.09644,-1.6766,NaN,NaN,NaN,NaN,-0.12933,-0.41132,-0.69195,-0.39104,NaN
-0.35623,0.16337,-0.048617,NaN,0.95021,1.4521,0.99472,0.68582,0.30619,-0.087423,-1.4355,-0.38958,0.65171,NaN,NaN,-0.54907,-0.54907,1.2063,0.49911,1.2632,0.33677,0.69223,0.98774,-0.7313,1.3852,-0.45763,-0.09644,-0.6234,NaN,NaN,NaN,NaN,-0.12933,-0.41132,-0.69195,-0.39104,NaN
1.8486,0.80512,1.071,NaN,0.83545,0.69083,0.99472,0.68582,0.30619,-0.62167,0.93782,0.45069,-0.4537,NaN,NaN,-0.96275,-0.96275,-0.80757,0.039036,-0.094638,-0.67355,-0.68088,0.088556,-0.31087,-0.90039,-0.79322,-0.09644,0.078723,NaN,NaN,NaN,NaN,-0.12933,-0.41132,0.92179,-0.39104,NaN
-0.012348,0.517,0.4874,NaN,1.1436,1.0695,0.99472,0.68582,0.30619,2.0496,0.70049,0.45069,-1.0064,NaN,NaN,-0.96275,-0.96275,-1.1432,-0.8811,-0.77356,-0.67355,-1.1802,-0.81063,-0.7313,-0.90039,1.8915,1.5786,1.834,NaN,NaN,NaN,NaN,-0.12933,-0.41132,0.92179,-0.39104,NaN
-0.89176,-0.91669,-0.89222,NaN,-1.1655,-1.1347,-0.092226,-1.4493,0.30619,-0.62167,0.70049,0.87082,-1.0678,NaN,NaN,1.5193,1.5193,1.2063,2.3394,2.6211,2.3574,2.315,0.76294,-0.7313,-0.13852,-0.12203,1.1598,0.78084,NaN,NaN,NaN,NaN,-0.4729,-0.41132,-0.69195,-0.39104,NaN
-0.89176,-0.91669,-0.89222,NaN,-1.1655,-1.1347,0.99472,0.68582,0.30619,2.0496,-1.4355,0.45069,0.16041,NaN,NaN,0.69197,0.69197,1.5419,1.4192,1.9421,2.3574,1.8157,1.8869,0.53,4.4327,-0.79322,0.32231,0.078723,NaN,NaN,NaN,NaN,0.21424,-0.41132,0.92179,-0.39104,NaN
0.22808,0.69478,0.14494,NaN,0.42751,0.69791,0.99472,0.68582,0.30619,-0.62167,-0.48617,-0.80971,-0.4537,NaN,NaN,1.933,1.933,1.5419,-0.42103,1.2632,0.33677,1.3164,1.8869,0.53,-0.90039,-1.1288,-1.3527,-1.6766,NaN,NaN,NaN,NaN,-0.12933,-0.41132,-0.69195,-0.39104,NaN
0.074866,-0.011829,0.52119,NaN,0.79681,0.0464,0.99472,0.68582,0.30619,-0.62167,-1.4355,-1.2298,1.5115,NaN,NaN,0.69197,0.69197,-0.13629,-0.42103,-0.77356,-0.67355,-0.18157,0.98774,1.7913,1.3852,-1.4644,-2.1902,-1.3255,NaN,NaN,NaN,NaN,-0.12933,-0.41132,-0.69195,-0.39104,NaN
1.3549,0.76588,0.6091,NaN,1.1423,1.0676,-0.092226,-1.4493,0.30619,-0.62167,0.70049,0.87082,0.83594,NaN,NaN,1.1057,1.1057,0.19935,-0.42103,0.58429,-0.67355,0.31774,0.31335,0.53,-0.90039,0.54915,-0.51519,-0.97446,NaN,NaN,NaN,NaN,-0.4729,-0.41132,0.92179,-0.39104,NaN
