4.5216,3.1986,2.3658,0.93998,0.94816,20.853,19,1,1,1,7,2,91,NaN,NaN,1,1,1,1,3,1,7,1.5,1.6667,1.6667,3.75,3.3333,3.25,0.46031,249.1,0.01148,0.56995,0,0,0,0,0.4634
9.2013,8.9885,7.7413,1.0106,1.0023,14.91,19,1,2,1,11,7,55,NaN,NaN,0,0,0,0,0,0,0,2.125,1.3333,2,2.5,3.3333,3,-0.62665,220.5,0.16195,-0.01926,0,0,0.5,0,-0.73827
6.3965,7.0368,5.7303,0.99021,1.0973,21.747,18,2,2,3,13,5,58,NaN,NaN,0,0,5,3,0,0,8,1.625,3,1.6667,2.25,2.6667,3.5,0.77977,259.4,-0.31057,-0.09704,0.5,0,1,0,-0.23757
0,0,0,0,0,0,17,1,2,2,1,0,49,NaN,NaN,1,1,2,2,0,1,6,2,1.3333,2,2.25,3,2.75,-0.18634,198.4,-0.70103,-0.2227,0,0,0,0,-1.7254
3.5778,4.5686,3.3981,0.83638,0.86013,15.624,18,2,2,1,11,0,67,NaN,NaN,2,2,0,0,0,0,2,2,1.3333,1,3.5,3.6667,3.5,-0.45752,255.3,0.59183,-0.24898,1,0,0,0,0.76382
12.386,8.3079,10.305,0.86117,0.83765,24.85,17,1,2,1,5,1,75,3.3,3.25,0,0,5,5,0,3,13,1,2,1.3333,1,2,1,NaN,388.4,0.47554,0.0041,0,0,0,0,0.84339
2.8154,2.9408,1.1317,0.74902,0.78457,19.743,18,1,2,1,8,1,62,4.6,5.375,0,0,3,0,2,0,5,2.625,2,2,2.5,2.6667,3,0.49506,284.8,-0.71263,-0.38552,1,0,0,0,-0.03729
13.241,8.6966,10.418,0.6967,0.63168,28.812,19,2,2,1,9,1,58,5.6,5.75,1,1,6,0,4,0,11,1.5,3,1,3,3,2.5,-1.3492,254.9,-0.55437,-0.79641,3,0,0,0,2.3661
9.5152,5.2009,12.368,0.85585,0.84804,26.789,18,2,2,1,12,5,64,3.7,5,2,2,10,3,0,1,16,2.75,3.3333,2,2.25,1.6667,2.25,-0.27939,229.4,-0.99113,-1.3916,1,0,1,0,-0.73827
6.3339,7.4108,4.89,0.69813,0.71761,14.094,18,2,2,6,3,5,51,4.4,5.125,1,1,6,4,2,3,16,2.375,2.6667,1.6667,1.75,2.6667,1.5,-0.64182,300,0.17963,-0.03082,1,0,0,0,-0.13743
2.0229,4.0368,3.1307,0.85592,0.88935,30.08,19,2,2,2,2,2,76,4.2,3.75,1,1,8,3,3,1,16,2.75,2,2,2.25,2.6667,2.25,-0.04563,229,-0.53623,-0.36139,1,0,0,0,-0.53799
10.351,6.4354,7.2859,0.81811,0.84111,21.228,19,2,2,1,12,4,58,4.7,4.875,0,0,2,2,1,0,5,2.25,2.3333,1,2,2.6667,2.75,1.6519,228.9,1.2626,0.15494,1,0,1,0,0.26313
3.3218,5.3586,5.1199,0.92565,0.97062,25.631,19,2,2,6,11,4,49,5,4.5,0,0,1,0,0,0,1,1.75,2,1,4,4,4,-0.9555,235,0.17288,0.55146,1,0,1,0,0.36326
0,0,0,0,0,0,18,1,2,1,11,5,48,5.8,5.625,6,6,8,7,5,3,29,2.625,2,1.3333,2.5,3.6667,3.25,-2.8114,255.2,1.7549,0.21207,0,0,0,0,-1.5394
0,0,0,0,0,0,19,2,2,6,2,4,68,5.3,4.625,4,4,9,5,4,3,25,3.25,3,3.3333,2,3,2.75,0.27839,250.8,-0.53778,0.27008,2,0,1,0,0.56354
4.23,6.023,3.849,0.63128,0.66963,21.31,19,2,2,1,6,1,58,4.3,4.875,7,7,9,1,3,1,21,3.25,3,1,1.75,1.6667,1.5,0.23508,290.1,0.28321,-1.9032,1,0,0,0,0.36326
3.6513,3.382,5.2454,0.82704,0.82487,13.734,19,2,2,1,2,0,90,4,4.375,4,4,4,1,0,0,9,2.75,4,2,1.5,1,1.75,-1.2152,193.3,0.30338,-0.59628,1,0,0,0,0.9641
8.4865,6.2888,5.5716,0.92778,0.9701,25.609,18,1,2,1,11,5,79,5,4.375,5,5,5,1,2,0,13,2.375,3,1,3,2.3333,2,0.99027,284.8,0.65482,0.94283,0,0,1,0,-0.73827
10.261,11.657,10.305,0.86835,0.87751,18.982,19,1,2,3,11,5,65,5.3,5,1,1,3,0,0,0,4,2.25,2.3333,2,3,2.3333,2.5,-1.2699,323.9,-0.84194,-0.26758,2,0,0,0,-0.13743
2.0826,3.2051,3.5949,0.84525,0.83902,19.399,19,2,2,1,3,0,86,4.7,2.25,3,3,7,4,1,2,17,2.5,4,1.6667,1.5,2,2.25,-0.30127,235.1,1.0662,-0.30993,2,0,0,0,0.66368
0,0,0,0,0,0,18,2,2,1,8,1,64,5.2,4.625,7,7,6,7,1,2,23,2.75,2.6667,1.3333,2.5,2.6667,2.25,-0.15783,252,-0.36779,-0.04402,4,0,0,1,1.9655
11.12,10.703,12.451,0.77912,0.78761,21.966,17,2,2,3,6,2,55,3,4.375,4,4,3,1,0,0,8,2.375,3.3333,1.3333,1.75,1.6667,2,-0.48271,270.2,-0.76466,-0.36162,0,0,0,0,-1.0095
4.239,5.0512,8.0019,0.79895,0.81086,25.309,18,2,2,2,1,7,65,3.5,3.125,1,1,6,6,3,2,18,2.875,2.3333,2,2.5,3.3333,2.5,0.60208,331.3,0.32707,0.76074,1,0,2,0,-1.1388
