-1.4987,0.97139,0.97139,-1.4987,-3.1345,-0.59629,-0.17776,1.5909,-3.9363,-4.155,-0.58266,-1.1648,-0.48183,1.1342,0.30999,-0.47099,-1.2737,-1.1724,0.57601,1.6021,0.7537,0.78759,-0.5111,-0.37283,-0.7,-0.40408
-1.4987,0.97139,0.97139,-1.4987,0.27166,-0.59629,0.74942,-0.64138,-3.9363,-4.155,-0.98509,-1.4997,-0.92556,-0.75225,-0.68075,-1.3173,-0.17522,-1.5915,1.3271,-0.09143,0.7537,0.43874,-0.5111,-0.37283,0.12982,-0.40408
0.66315,-0.14366,-0.14366,0.66315,0.27166,0.55395,1.213,-0.45536,-3.9363,-4.155,-0.98509,0.17462,0.40561,-0.75225,-0.68075,-0.35009,-1.054,0.50395,0.57601,-0.43013,-0.070817,1.1364,-0.34081,-0.37283,0.95964,-0.40408
-1.4987,-1.2587,-1.2587,-1.4987,0.27166,-0.02117,-1.5685,-1.0134,-3.9363,-4.155,-0.58266,-0.82998,-0.038111,-0.75225,0.30999,-0.59189,-0.39492,-1.5915,1.3271,-0.43013,0.34144,0.089888,-0.5111,-0.37283,-0.7,-0.40408
0.66315,-0.14366,-0.14366,0.66315,0.27166,-0.59629,0.74942,0.10271,-3.9363,-4.155,-0.18023,-1.4997,-0.92556,-0.75225,-0.68075,-1.0755,-0.39492,-1.5915,-0.92623,1.2634,1.166,1.1364,-0.17052,-0.37283,-0.7,-0.40408
-1.4987,-1.2587,-1.2587,-1.4987,0.27166,-0.59629,-0.64135,0.59878,-0.96126,-1.2192,-0.98509,0.17462,1.2931,-0.75225,2.2915,0.25441,-2.1525,-0.75335,-0.17511,-2.1237,-0.89533,-2.3521,-0.5111,-0.37283,-0.7,-0.40408
-1.4987,-0.14366,-0.14366,-1.4987,0.27166,-0.59629,0.054038,-0.20733,0.21072,0.70034,-0.98509,-0.49511,-0.92556,0.50536,-0.68075,-0.71279,0.70357,-0.75335,1.3271,-0.09143,-0.070817,0.43874,-0.17052,-0.37283,-0.7,-0.40408
0.66315,0.97139,0.97139,0.66315,0.27166,-0.59629,0.28583,-0.45536,1.1122,1.0391,-0.58266,0.50949,-0.92556,1.763,-0.68075,0.012609,-1.2737,0.50395,-0.92623,0.58598,0.34144,-0.25896,0.51064,-0.37283,-0.7,-0.40408
0.66315,-0.14366,-0.14366,0.66315,0.27166,-0.59629,0.98122,-0.083311,-0.60065,0.3616,-0.18023,1.849,0.40561,-0.75225,0.30999,0.61711,0.92327,0.92305,1.3271,-0.43013,-1.3076,-0.60781,-0.17052,-0.37283,0.95964,-0.40408
0.66315,-0.14366,-0.14366,0.66315,0.27166,2.2793,-1.1049,-0.88942,0.03042,0.47452,-0.58266,0.50949,0.84933,0.50536,2.2915,0.61711,0.26418,0.084848,0.57601,-1.1075,-0.070817,-1.6544,-0.17052,-0.37283,-0.7,-0.40408
0.66315,-1.2587,-1.2587,0.66315,0.27166,-0.02117,-1.5685,0.72279,-0.059733,-1.2192,2.6368,1.5141,0.84933,1.763,2.2915,2.1888,2.9006,1.7612,-0.92623,-2.1237,-2.1321,-0.25896,0.17006,-0.37283,-0.7,-0.40408
0.66315,0.97139,0.97139,0.66315,0.27166,-0.02117,-1.3367,0.66078,-0.14989,-0.76754,-0.58266,1.1792,0.40561,1.1342,0.30999,0.61711,0.92327,-0.75335,1.3271,-0.43013,-0.070817,-0.60781,-0.17052,-0.37283,-0.7,-0.40408
0.66315,0.97139,0.97139,0.66315,0.27166,-0.59629,-1.5685,0.47476,1.0221,0.92617,-0.98509,-0.82998,-0.92556,-0.12345,-0.68075,-0.95459,-0.61461,0.084848,-0.17511,0.24728,0.34144,0.78759,-0.5111,-0.37283,2.6193,-0.40408
0.66315,0.97139,0.97139,0.66315,0.27166,-0.59629,0.98122,-0.45536,0.30088,0.24869,-0.98509,-0.82998,-0.038111,-0.12345,-0.68075,-0.71279,0.044479,-0.33425,-0.92623,-0.76884,-0.070817,0.089888,-0.17052,-0.37283,0.95964,-0.40408
0.66315,0.97139,0.97139,0.66315,0.27166,2.2793,0.74942,-1.0134,0.57133,-0.090054,-0.98509,-1.1648,-0.92556,-0.75225,-0.68075,-1.1964,-0.83431,-0.75335,-0.92623,1.9408,1.5782,1.8341,-0.17052,-0.37283,0.95964,-0.40408
-1.4987,-0.14366,-0.14366,-1.4987,0.27166,-0.59629,0.74942,-1.0754,1.2926,0.92617,1.4295,1.1792,2.1805,2.3918,2.2915,2.1888,0.70357,-0.75335,-0.17511,-0.09143,1.166,0.78759,-0.5111,-0.37283,-0.7,-0.40408
