0.99983,-1.5077,-2.9389,-0.59861,0.9638,-1.1001,-0.40455,-0.33842,-0.57578,-0.70231,-0.51721,-0.26342,-0.073721,-0.51721,-0.60919,-0.38624,-0.26342,-0.10454,-0.14867,-0.66812,-0.42251,1.2159,1.6326,2.7784,1.0928,0,-0.3284,-0.49245,1.8529,-0.93583,0.85034,0.3409,-0.37694,-0.45382,-0.55143,-0.59387,0.46672,-0.18846,-0.043621,-0.46805,-0.55577,-0.76462,-0.26252,0.44548,2.5802,-0.71094,-0.535,1.3036,1.3004,0.25589,1.7606,-4.0774,-4.2669,-0.56093,-1.214,-0.45247,1.2015,0.3321,-1.2209,-1.1416,0.6009,1.5928,0.76108,0.81111,-1.2166,0.1615,0.27349,0.88381,0.57283,1.08,2.9955,-0.52733,-0.49238,2.6317,-0.72468,0.57177,-0.71073,-1.0606,-0.78079,0.077705,-0.43043,-0.91636,-0.49778,-0.6348,-0.26719,-0.52161,-1.4726,0.84951,-1.1122,-0.94449,-0.97368,-0.49637,-0.34074,-1.0995,-0.58415,-0.047158,-0.34562,0.13244,0.5466,0.90011,0.90527,-0.52129,-0.66179,0.68531,0.12229,0.92373,0.28206,0.26748,0.50022
0.99983,-1.5077,0.33842,-0.59861,0.9638,-1.1001,-0.40455,-0.33842,-0.57578,-0.70231,-0.51721,-0.26342,-0.073721,-0.51721,-0.60919,-0.38624,-0.26342,-0.10454,-0.14867,-0.66812,-0.42251,-0.81797,-0.60919,-0.35796,0.5136,0,-0.3284,-1.3741,-1.2292,-0.93583,-0.83432,-1.2647,-0.37694,-0.45382,-0.94394,-1.0354,-1.169,-1.0025,-1.0726,-1.128,0.48559,0.088047,-0.26252,0.24604,-0.31907,-0.71094,-0.535,0.39434,0.26571,-0.50048,-1.6651,-4.0774,-4.2669,-0.96411,-1.553,-0.91244,-0.78419,-0.68634,-0.15623,-1.5464,1.3429,-0.095418,0.76108,0.45148,1.6229,1.4764,1.7492,-1.3991,-1.379,-1.4428,-1.3224,-0.52733,-0.85334,-0.82435,1.0014,-0.76843,-0.71073,1.0873,-0.78079,-1.0511,-0.43043,-0.61687,-1.2874,0.68501,0.27306,0.10297,0.7641,0.46308,-1.1122,-0.48382,-0.80451,-0.49637,-0.34074,-0.5114,-0.58415,1.0725,0.37704,0.13244,0.85138,1.1699,0.2093,-0.52129,-0.66179,-1.4656,-1.2415,-0.7145,-1.0928,-1.3915,-0.72727
-0.095222,0.65964,0.33842,0.49735,0.9638,0.90406,-0.40455,-0.33842,-0.57578,-0.70231,1.923,-0.26342,-0.073721,-0.51721,-0.60919,-0.38624,-0.26342,-0.10454,-0.14867,-0.66812,-0.42251,-0.81797,-0.60919,-0.35796,-0.62343,0,-0.3284,0.29121,-0.75506,-0.93583,-0.83432,-0.51543,-0.37694,-0.45382,-0.94394,-1.0354,-1.169,-1.1653,-1.0726,-0.13808,0.90214,0.65649,-0.47073,1.2432,-0.68148,1.3989,0.22223,-0.69676,0.26571,-0.50048,-0.3246,-4.0774,-4.2669,-0.96411,0.14185,0.46747,-0.78419,-0.68634,-1.008,0.47734,0.6009,-0.43305,-0.07001,1.1707,-1.2166,-0.49595,-0.46437,-0.56205,-0.76907,-0.27844,0.4048,-0.52733,0.95142,-1.2084,1.5768,-0.09833,-0.242,-0.75377,-0.78079,-1.2392,5.6912,-0.91636,-0.49778,-1.2947,0.0029361,-0.52161,-0.034732,-2.0487,-1.1122,-0.94449,-0.97368,0.74625,-0.34074,0.27275,-0.58415,0.79256,0.01571,0.13244,-0.062942,0.90011,0.2093,0.21654,-0.66179,-0.92787,-0.55959,-0.30494,-0.74906,-1.3915,-0.21582
-1.1903,-1.5077,0.33842,-0.050628,-1.2121,-1.1001,-0.40455,-0.33842,-0.57578,-0.70231,-0.51721,-0.26342,-0.073721,-0.51721,-0.60919,-0.38624,-0.26342,-0.10454,-0.14867,-0.66812,-0.42251,-0.81797,-0.60919,-0.35796,-0.51616,0,-0.3284,-1.3741,-1.2292,-0.6672,-1.0449,-1.2647,-0.37694,-0.45382,-0.94394,-0.15237,-0.76008,-1.1653,0.16218,-1.128,-1.5971,-0.76462,-0.47073,-1.15,-0.68148,-0.71094,-0.535,0.030638,-2.3211,-0.50048,-0.77143,-4.0774,-4.2669,-0.56093,-0.87503,0.0074995,-0.78419,0.3321,-0.36917,-1.5464,1.3429,-0.43305,0.34553,0.09186,-0.74331,-1.4164,-1.4974,-1.2469,-1.379,-1.6369,-1.3224,-0.52733,-1.2143,-1.2084,-2.1631,-0.76843,-1.1794,-1.0606,-0.78079,-1.2392,-0.43043,-0.91636,-1.2874,-1.2947,-1.0776,-0.72981,0.12504,0.84951,-1.1122,0.89817,-0.97368,-0.18572,-0.34074,0.86086,0.3066,0.79256,0.01571,0.13244,-0.36771,0.36063,-0.95066,0.95437,-0.66179,-1.1967,0.80417,-0.7145,0.28206,1.0969,-1.6513
-0.095222,0.65964,0.33842,-0.59861,-0.12417,-1.1001,-0.40455,-0.33842,-0.57578,-0.70231,-0.51721,-0.26342,13.491,-0.51721,-0.60919,-0.38624,-0.26342,-0.10454,-0.14867,-0.66812,-0.42251,-0.81797,-0.60919,-0.35796,-0.23727,0,-0.3284,-0.0026619,-0.51798,-0.39857,-1.0449,-1.0506,-0.37694,-0.45382,-0.74768,-1.0354,-1.169,-0.83967,-1.0726,-1.128,-0.76404,-0.76462,-0.47073,-1.15,-0.68148,-0.71094,-0.535,-1.2423,0.52438,1.2014,-0.026713,-4.0774,-4.2669,-0.15776,-1.553,-0.91244,-0.78419,-0.68634,-0.36917,-1.5464,-0.8832,1.2551,1.1766,1.1707,-0.27006,-0.89041,-0.90709,-0.56205,-0.52509,-1.4428,-0.89057,-0.52733,1.3124,-0.82435,0.71373,-0.09833,-0.71073,0.78045,-0.10419,-0.29855,-0.43043,-0.91636,-1.0242,-1.2947,-1.0776,-0.52161,0.92387,0.84951,0.59084,0.32234,-0.63533,-0.49637,-0.34074,-0.90348,0.009682,-0.32706,0.73837,0.50167,1.1561,0.36063,-0.022695,-0.52129,-0.66179,0.14758,0.46323,-0.7145,0.28206,-0.009016,0.80709
-1.1903,-1.5077,0.33842,-0.59861,-1.2121,-1.1001,-0.40455,-0.33842,-0.57578,-0.70231,-0.51721,-0.26342,-0.073721,-0.51721,-0.60919,-0.38624,-0.26342,-0.10454,-0.14867,-0.66812,-0.42251,-0.81797,1.6326,-0.35796,-0.19436,0,-0.3284,-0.88428,-0.75506,-0.93583,-0.83432,-0.62247,-0.37694,-0.20306,0.92047,-0.15237,-0.76008,0.29995,1.1912,0.52185,-0.97232,-0.4804,-0.47073,-0.95057,-0.31907,1.3989,-0.535,0.57619,-0.25165,-0.12229,1.1648,-1.0148,-1.2508,-0.96411,0.14185,1.3874,-0.78419,2.369,-2.0727,-0.7369,-0.14115,-2.1212,-0.9011,-2.4255,-1.2166,-1.2849,-1.3498,0.046734,-0.15912,0.10969,0.83659,-0.52733,-0.49238,0.71166,-0.86852,0.90682,-0.242,-0.75377,-0.78079,-0.29855,1.1,-0.91636,-0.49778,0.025105,0.27306,-0.10523,0.44457,2.202,-0.99474,-0.71415,-0.63533,-0.49637,-0.34074,0.27275,0.009682,0.23275,0.37704,0.8709,-0.062942,0.63037,1.3693,3.9057,0.62677,0.14758,0.80417,0.51417,-0.40535,1.3734,0.90158
-0.095222,-1.5077,0.33842,-0.59861,-0.12417,-1.1001,-0.40455,-0.33842,-0.57578,1.4161,-0.51721,-0.26342,-0.073721,-0.51721,-0.60919,-0.38624,-0.26342,-0.10454,-0.14867,-0.66812,-0.42251,-0.81797,-0.60919,-0.35796,-0.30163,0,-0.3284,-0.59041,-0.75506,-0.12994,-0.62374,-0.83655,-0.37694,-0.45382,-0.64956,0.068385,-0.35115,-0.67687,-0.24942,-1.128,-1.5971,-0.76462,-0.47073,-0.35226,-0.68148,-0.71094,-0.535,-0.33306,1.8178,-0.12229,-1.2183,0.19166,0.72123,-0.96411,-0.53607,-0.91244,0.53958,-0.68634,0.69552,-0.7369,1.3429,-0.095418,-0.07001,0.45148,1.6229,-0.36446,-0.3168,-0.18156,-0.76907,0.88594,-0.24288,-0.52733,0.95142,0.32765,0.28221,-0.43338,1.8672,-0.14008,-0.32972,0.83022,-0.43043,-0.017904,-0.49778,-0.30485,-0.53731,-0.10523,-1.4726,-0.11656,-0.87729,0.32234,-0.63533,-0.49637,-0.34074,0.07671,0.009682,0.51265,0.37704,0.50167,-0.36771,-0.17885,1.3693,0.95437,1.271,0.14758,-0.21865,0.51417,0.28206,1.9264,-0.011237
0.99983,0.65964,0.33842,-0.59861,0.9638,0.90406,-0.40455,-0.33842,-0.57578,1.4161,-0.51721,-0.26342,-0.073721,-0.51721,-0.60919,-0.38624,-0.26342,-0.10454,-0.14867,1.4886,-0.42251,1.2159,-0.60919,-0.35796,0.2347,0,-0.3284,-0.10062,0.43036,-0.39857,-0.62374,0.12682,-0.37694,-0.45382,0.42984,-0.59387,0.46672,1.928,2.6318,0.52185,0.69386,-0.76462,-0.47073,-0.75113,-0.31907,-0.71094,-0.535,-1.2423,0.0070293,-0.87866,0.56906,1.1197,1.0692,-0.56093,0.48081,-0.91244,1.8634,-0.68634,-1.2209,0.47734,-0.8832,0.57985,0.34553,-0.26776,0.20319,-0.36446,-0.3168,-0.40985,-0.28111,-0.4725,-0.026987,-0.13129,-1.2143,0.32765,0.13837,-0.09833,-0.71073,-0.14008,0.34688,-1.0511,-0.43043,-0.91636,0.55499,0.35506,-0.80744,-0.72981,0.2848,-0.88941,2.196,2.165,1.7331,0.43559,0.84221,0.46878,-0.28723,-0.60697,-0.34562,0.13244,0.85138,0.36063,0.44129,-0.52129,1.271,0.95417,1.1451,-0.30494,-0.40535,0.82046,2.4437
-0.095222,0.65964,0.33842,-0.59861,-0.12417,-1.1001,-0.40455,-0.33842,-0.57578,1.4161,-0.51721,-0.26342,-0.073721,-0.51721,1.6326,-0.38624,-0.26342,-0.10454,-0.14867,-0.66812,-0.42251,1.2159,1.6326,-0.35796,-0.60197,0,-0.3284,-0.29654,-0.75506,-0.6672,-0.41315,0.55498,-0.37694,-0.45382,-0.060796,0.068385,-0.76008,-0.18846,0.16218,-0.13808,0.27732,-0.4804,-0.26252,-0.5517,0.40573,-0.71094,-0.535,-0.15121,-0.25165,-0.12229,0.12223,-0.64359,0.37323,-0.15776,1.8366,0.46747,-0.78419,0.3321,0.90846,0.88208,1.3429,-0.43305,-1.3166,-0.62739,0.67644,-0.10148,-0.16923,0.42722,0.084863,0.69188,2.3479,-0.52733,-0.13143,-0.44035,-0.14931,-0.09833,-0.94509,-0.44692,-0.10419,0.077705,-0.43043,0.28158,-0.49778,-0.30485,-0.53731,-0.72981,-0.034732,0.84951,-0.83324,0.55267,0.71808,0.12494,-0.34074,0.66482,0.60351,0.51265,0.37704,0.13244,0.24183,0.63037,0.44129,0.21654,-0.66179,-0.92787,0.12229,0.10462,-1.0928,-0.562,-0.72727
-0.095222,0.65964,0.33842,2.1413,0.9638,0.90406,-0.40455,-0.33842,-0.57578,-0.70231,-0.51721,-0.26342,-0.073721,-0.51721,1.6326,-0.38624,-0.26342,-0.10454,-0.14867,1.4886,-0.42251,-0.81797,-0.60919,-0.35796,2.38,0,3.0285,0.68304,1.3787,0.67596,3.1667,2.1606,-0.37694,1.803,0.72422,0.73063,2.1024,2.0908,1.397,0.19188,-0.55577,2.9303,3.4852,1.6421,-0.68148,1.3989,0.60084,-0.69676,0.78306,-0.50048,-1.6651,0.0060525,0.48923,-0.56093,0.48081,0.92744,0.53958,2.369,0.26964,0.07259,0.6009,-1.1083,-0.07001,-1.7063,-1.2166,0.81895,0.42106,2.4819,2.6467,1.6622,-0.026987,3.037,-0.85334,-0.056348,-1.4439,-0.43338,-0.94509,-1.0606,-0.78079,-1.2392,-0.43043,0.88055,0.55499,0.025105,-1.0776,0.31116,-0.51403,-0.30977,-0.32919,-0.94449,-0.63533,-0.18572,-0.34074,-0.31536,-0.28723,-0.60697,0.37704,-0.23679,-0.36771,-1.2578,-1.4146,-0.52129,-0.66179,-0.92787,0.46323,-0.7145,0.96948,0.54397,-0.11353
